Plot,State,Location,Density,Planting Date,Rep within Environment,Genotype,Kernel Width,Kernel Length,Cob Length,Cob Width,Cob Weight,Days to Anthesis,Days to Silk,Ear Height Maturity,Ear length,Ear Width,Ear Weight,Per Plant Grain Weight,Kernel Depth,Kernel Row Number,Leaf Number Above Ear,Leaf Number Below Ear,Plant Height Maturity,Plant Height 14 DAP,Plant Height 21 DAP,Plant Height 28 DAP,Plant Height 35 DAP,Plant Height 42 DAP,Plant Height 49 DAP,Plant Height 56 DAP,Plant Height 63 DAP,Plant Height 70 DAP
109067,Minnesota,Waseca,High,6/2/15,Rep1,B107,7.26821,10.48660167,105.9074167,25.42081389,14.58333333,69,71,99.33333333,99.48333333,29.9418375,63.51666667,48.93333333,4.710465278,16.33333333,.,.,187,.,.,.,.,.,.,.,.,.
110055,Minnesota,Waseca,High,6/2/15,Rep2,B107,6.877685,9.872345,86.3473,23.439501,10.66,68,68,88,85.97476666,29.68879,58.1,47.44,4.722346833,16.8,.,.,183,.,.,.,.,.,.,.,.,.
111072,Minnesota,Waseca,Low,6/2/15,Rep1,B107,6.87832,10.586085,111.9716667,26.37296111,18.13333333,69,72,95.25,113.3104583,34.93205556,104.3666667,86.23333333,4.074301111,16.66666667,.,.,182.75,.,.,.,.,.,.,.,.,.
112072,Minnesota,Waseca,Low,6/2/15,Rep2,B107,.,.,.,.,14.3,62,64,73,.,.,71.575,57.275,.,16,.,.,154.25,.,.,.,.,.,.,.,.,.
217061,Wisconsin,Arlington,High,6/9/15,Rep1,B107,6.69163,10.67816,108.0981667,26.21879722,16.23333333,.,.,102,105.5140694,31.87770555,84.93333333,68.7,4.042833334,16.66666667,.,.,191,.,.,.,.,.,.,.,.,.
218065,Wisconsin,Arlington,High,6/9/15,Rep2,B107,6.67512,10.77044667,111.9610833,23.66256945,16.35,69,70,100,110.5623194,31.410275,86.11666667,69.76666667,4.010854028,16.33333333,.,.,194,.,.,.,.,.,.,.,.,.
219073,Wisconsin,Arlington,Low,6/9/15,Rep1,B107,.,.,120.9209333,25.51377083,18.15,69,70,95,109.5128056,32.95247833,88.65,70.5,4.139441528,17.33333333,.,.,183,.,.,.,.,.,.,.,.,.
220063,Wisconsin,Arlington,Low,6/9/15,Rep2,B107,.,.,106.5812222,25.64765,15.61666667,69,70,90,105.0713333,31.88952361,79.93333333,64.31666667,4.461121945,16.33333333,.,.,183,.,.,.,.,.,.,.,.,.
321053,Iowa,Curtiss - 1,High,5/19/15,Rep1,B107,7.037705,10.31007167,105.1418889,25.54181667,13.75,69,67,99.5,104.8570208,32.75594583,87.85375,74.10375,4.625789792,16,5.5,15,190.5,.,.,52.5,75.83333333,103,132,174.3333333,.,.
322068,Iowa,Curtiss - 1,High,5/19/15,Rep2,B107,6.891231667,10.02326333,103.6447,24.59896867,14.662,71,68,94.5,75.64966667,27.949525,81.733,67.071,5.7388125,15.6,5.666666667,14.2,188.6666667,.,.,47.16666667,67.33333333,95.16666667,121,153.1666667,.,.
323059,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B107,6.768888333,9.844828333,101.3290667,25.88641,14.2,69,68,80.5,100.33635,31.55262083,76.979,62.779,4.844626667,16.8,4.5,15,143,.,.,49.33333333,69.16666667,95.5,118.8333333,140.3333333,.,.
324055,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B107,6.846358333,10.05586,102.743,25.89388889,14.28666667,.,68,84,101.7481667,.,80.035,65.74833333,4.899025,18,6,14.6,175,.,.,50.6,72,96.8,121.8,144.8,.,.
325061,Iowa,Curtiss - 2,High,6/1/15,Rep1,B107,6.991773333,10.367645,113.1781667,25.9588,.,66,70,89.16666667,106.0873334,33.39570834,.,.,4.22148,16,5.8,13.83333333,178.2,24.5,44.66666667,64.16666667,75.5,96.16666667,133.1666667,163.5,.,.
326053,Iowa,Curtiss - 2,High,6/1/15,Rep2,B107,6.620298333,10.274935,111.5201111,25.39082778,14.91333333,.,58,82,108.8213611,32.43685833,84.62333333,69.71,4.437485833,16.66666667,6,14,168.5,25.8,49,69.2,84.6,106.8,144,166.6666667,.,.
327075,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B107,6.709621667,10.17248833,89.07462499,24.73907084,11.4325,.,60,77,87.73054167,31.33301667,71.305,59.8725,4.809992708,16.5,.,.,.,27.83333333,52.16666667,75.83333333,91.33333333,120.3333333,153,155,.,.
328071,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B107,6.448213333,9.663218333,85.95254167,24.27657917,8.5775,.,63,98,85.41279167,31.77328334,43.8425,35.265,4.66709125,17,5,14,190,27,51.83333333,76.66666667,93.5,120.5,143.5,195,.,.
329075,Iowa,Kelly - 1,High,6/10/16,Rep1,B107,7.134648333,10.28827,104.6197778,25.55945556,14.18,65,63,106.6666667,101.12375,33.556575,74.31333333,60.13333333,4.970074445,15.33333333,5.333333333,.,190.6666667,.,34,53.5,73.25,116,.,.,.,.
330083,Iowa,Kelly - 1,High,6/10/16,Rep2,B107,7.165551667,10.33272,98.23802779,24.57167778,12.77166667,65,63,116,100.0248472,31.66004167,73.99583333,61.22416667,4.351884306,15.66666667,5.25,.,207.75,.,36,54,77,126.8333333,.,.,.,.
331071,Iowa,Kelly - 1,Low,6/2/15,Rep1,B107,7.042361667,10.18032,103.7960417,25.12007084,13.7175,66,64,95.5,105.0184167,33.2486,72.88375,59.16625,4.543821875,16,4.5,.,177.75,20,37.5,59.25,77,98,140,.,.,.
332076,Iowa,Kelly - 1,Low,6/2/15,Rep2,B107,6.882976667,10.459085,100.1818333,25.39153333,12.85666667,.,65,93,98.63666667,34.64348333,77.82,64.96333333,4.739992778,16.66666667,5.5,.,175.25,19.75,35,58.25,75,97.5,143.25,.,.,.
333077,Iowa,Kelly - 2,High,6/2/15,Rep1,B107,6.532668333,9.740688333,100.3053056,24.98689722,13.13,67,65,109.3333333,100.5222639,32.42759792,70.22916667,57.09916667,4.087389167,16.33333333,6,.,209,20.33333333,43.16666667,68.16666667,86.66666667,113.3333333,166,.,.,.
334062,Iowa,Kelly - 2,High,6/2/15,Rep2,B107,6.756611667,10.036175,91.70246667,24.02882333,11.258,66,64,113,97.63389583,32.76891042,59.294,48.036,4.270877708,16.5,5.25,.,191.5,20.5,45.33333333,64.83333333,80.16666667,103.6666667,148.3333333,.,.,.
335081,Iowa,Kelly - 2,Low,6/10/16,Rep1,B107,6.899063333,10.500995,96.88336112,26.15988333,13.37333333,66,64,100.5,95.53398612,30.57736667,69.86333333,56.49,4.770719722,17.33333333,5.5,.,187.3333333,.,29,47.5,67,107,.,.,.,.
336078,Iowa,Kelly - 2,Low,6/10/16,Rep2,B107,7.087446667,10.68345167,104.6585834,25.77676667,.,.,64,97.25,105.5317083,32.04421667,.,.,4.723341667,16,5,.,186.75,.,27.75,45.25,63.5,106.5,.,.,.,.
101065,Minnesota,St Paul - 1,High,5/5/15,Rep1,B111,6.047951667,10.71245,124.1072222,25.95103889,16.38333333,83,83,115.1666667,121.8282778,33.0454,113.2,96.81666667,4.17560125,19,6,15,194.1666667,.,.,17.5,32.83333333,56.83333333,83.33333333,115.6666667,152.8333333,196.1666667
102076,Minnesota,St Paul - 1,High,5/5/15,Rep2,B111,5.900208333,11.49582833,127.8748889,26.29781945,18.31666667,83,84,106.3333333,125.3437083,34.58492222,129.25,110.9333333,4.014029028,19.66666667,5.5,15.66666667,186.5,.,.,14.5,25,45.66666667,72.16666667,103.3333333,139.3333333,178.3333333
103064,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B111,6.329468333,11.80634333,147.7080556,27.57346389,24.33333333,83,84,97.5,146.1011528,38.17090833,180.05,155.7166667,3.939504722,19.33333333,5.5,15,178.6666667,.,.,12.66666667,22.5,40,64.33333333,94.33333333,123.6666667,165.8333333
104068,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B111,6.041178333,11.72040667,145.4890833,27.69270278,24.66666667,82,83,95.16666667,144.3381458,36.45789,176.35,151.6833333,3.805008194,19.66666667,5.666666667,15.33333333,179.6666667,.,.,16.83333333,30.5,52.16666667,71.16666667,108,141.1666667,180.5
105081,Minnesota,St Paul - 2,High,5/20/15,Rep1,B111,.,.,.,.,.,66,66,113.8333333,.,.,.,.,.,.,5.333333333,14.5,175.3333333,.,17.83333333,32,60.33333333,87.5,123.3333333,174.3333333,206.1666667,.
106077,Minnesota,St Paul - 2,High,5/20/15,Rep2,B111,5.970481667,10.25186333,119.2953333,25.59085278,.,65,65,113.8333333,117.5984722,31.63234861,.,.,4.330241389,19,6,14.2,171.1666667,.,18.5,33.83333333,59.33333333,89.83333333,126.8333333,177.6666667,203.1666667,.
107079,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B111,5.971116667,11.218545,149.6659722,27.48456389,24.95,73,72,89,146.5809306,36.56605167,171.8666667,146.9166667,3.762110417,19.66666667,5.833333333,15.16666667,171.1666667,.,17.5,27,52.83333333,76,108,146.3333333,177.3333333,.
108053,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B111,6.217496667,11.724005,142.2470556,27.00690278,23.25,74,74,95.16666667,138.9715139,35.862895,165.9666667,142.7166667,4.096190972,19.66666667,5.666666667,14.83333333,172.4,.,18,31.16666667,53.5,80,111,150.8333333,181.5,.
109068,Minnesota,Waseca,High,6/2/15,Rep1,B111,5.993976667,10.68535667,135.9429167,26.70033889,18.48333333,69,69,91.33333333,133.461125,35.30007333,110.9833333,92.5,3.96478125,19,.,.,192.5,.,.,.,.,.,.,.,.,.
110064,Minnesota,Waseca,High,6/2/15,Rep2,B111,5.888778333,10.61741167,130.2420278,26.89718889,17.3,68,69,85.66666667,127.5503333,34.14253889,111.2166667,93.91666667,3.743060417,19.66666667,.,.,168.6666667,.,.,.,.,.,.,.,.,.
111062,Minnesota,Waseca,Low,6/2/15,Rep1,B111,5.943811667,10.62609,134.9974722,27.95728611,20.25,69,71,83.33333333,131.6407917,35.65913056,120.95,100.7,3.76570875,19.33333333,.,.,172.1666667,.,.,.,.,.,.,.,.,.
112081,Minnesota,Waseca,Low,6/2/15,Rep2,B111,.,.,.,.,.,69,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
217071,Wisconsin,Arlington,High,6/9/15,Rep1,B111,6.44271,11.09514333,130.7359167,26.76031111,19.05,69,70,107,126.9029861,33.76206806,115.9166667,96.86666667,3.904509167,16.66666667,.,.,187,.,.,.,.,.,.,.,.,.
218066,Wisconsin,Arlington,High,6/9/15,Rep2,B111,6.329256667,10.93237167,126.6048889,24.0792,19.98333333,69,70,106,121.9429306,32.51482222,106.8166667,86.83333333,3.988770139,17.66666667,.,.,203,.,.,.,.,.,.,.,.,.
219070,Wisconsin,Arlington,Low,6/9/15,Rep1,B111,5.924126667,11.14403833,132.7361666,27.53218889,22.15,69,70,90,131.1645417,34.92588194,129.8333333,107.6833333,3.882513472,18.66666667,.,.,176,.,.,.,.,.,.,.,.,.
220059,Wisconsin,Arlington,Low,6/9/15,Rep2,B111,.,.,133.7818,27.32016944,20.71666667,69,70,85,126.7795139,34.34379861,123.55,102.8333333,3.907525417,18.66666667,.,.,172,.,.,.,.,.,.,.,.,.
321077,Iowa,Curtiss - 1,High,5/19/15,Rep1,B111,6.572885,10.40743833,135.1526945,25.76865278,17.22666667,70,70,95,134.2107778,34.90771389,113.6366667,96.41,4.19369875,16.66666667,5.25,14.75,186.75,.,.,50.33333333,76.5,90.4,110.4,148,.,.
322078,Iowa,Curtiss - 1,High,5/19/15,Rep2,B111,5.796703333,9.7282,117.8941,25.96430333,13.416,69,72,103.5,116.4251333,33.28061459,75.734,62.318,4.354914667,18.4,5,14.33333333,187.25,.,.,47.83333333,70.66666667,95.66666667,127.8333333,158.1666667,.,.
323052,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B111,6.31063,10.60831,154.2118667,28.48271333,26.416,69,69,87,150.3891667,37.02632084,146.23,119.814,4.068445,18.4,5,14.66666667,164,.,.,44.83333333,61.66666667,83.83333333,112.8333333,146.8333333,.,.
324061,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B111,6.35508,10.45696833,155.3280556,27.87261945,26.3,68,68,82.83333333,152.8303889,37.25121667,134.6375,108.3375,4.200031111,18,5.4,15.16666667,171.5,.,.,51.5,72.33333333,95.66666667,125.8333333,159.8333333,.,.
325063,Iowa,Curtiss - 2,High,6/1/15,Rep1,B111,5.620596667,9.19861,115.8134167,23.98273292,11.8675,65,66,92.25,122.3468611,32.80233611,58.85,46.9825,4.039235,18.66666667,5,13.75,193,28.5,48.5,68.5,81.16666667,105.8333333,146.5,181.5,.,.
326079,Iowa,Curtiss - 2,High,6/1/15,Rep2,B111,5.959686667,10.62482,151.0538,28.42302333,21.928,62,63,100.8333333,144.8181,36.54022833,127.122,105.194,3.903472,20.4,5.333333333,14.5,189.8333333,28.66666667,54,76,93.83333333,128.6666667,176.5,213.5,.,.
327055,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B111,6.070811667,10.70525333,152.8797778,26.99878889,22.09166667,62,62,91,151.3028611,34.39287,125.8241667,103.7325,3.970425694,19.33333333,5.4,.,177,27.83333333,51,75.33333333,91.66666667,125,171.8333333,207.1666667,.,.
328062,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B111,5.922221667,10.65403,148.9427778,28.25961667,22.64333333,61,62,84.83333333,143.3741806,35.92371389,130.095,107.4516667,4.036553889,19.66666667,5,14.83333333,167.5,26.33333333,52.83333333,78,92.83333333,124.3333333,166.1666667,200.5,.,.
329070,Iowa,Kelly - 1,High,6/10/16,Rep1,B111,6.071446667,10.070465,120.8278,26.2001,14.732,65,65,114.6,114.8884333,31.765875,75.711,60.979,4.601929667,17.2,5.6,.,220.6,.,35,54.5,74.83333333,124,.,.,.,.
330065,Iowa,Kelly - 1,High,6/10/16,Rep2,B111,6.601036667,10.06348,117.9300834,25.05286667,13.73166667,66,65,111.6666667,114.6474861,31.36688333,65.0625,51.33083333,4.607171945,16.33333333,5.166666667,.,210.3333333,.,32.66666667,49.5,70.33333333,115,.,.,.,.
331079,Iowa,Kelly - 1,Low,6/2/15,Rep1,B111,6.358678333,10.56174333,144.907,28.09169445,22.82833333,66,66,88.6,137.5110139,36.083875,121.0275,98.19916667,3.889657222,18,5.2,.,170.8,21.4,37.8,57,71.8,93.8,141.6,.,.,.
332067,Iowa,Kelly - 1,Low,6/2/15,Rep2,B111,6.298353333,10.814685,141.0123333,26.39014139,20.78,66,66,96.33333333,137.048875,37.31789167,121.18,100.4,3.879744167,18,5.166666667,.,187.3333333,21.16666667,36,57.66666667,73.66666667,97.16666667,147.5,.,.,.
333075,Iowa,Kelly - 2,High,6/2/15,Rep1,B111,6.073775,9.988126667,133.0854167,27.57275833,18.00166667,65,66,104.6666667,132.2052361,34.36320139,100.4916667,82.49,4.0630475,17.66666667,5.333333333,.,203.5,23.83333333,42.83333333,66.66666667,84.33333333,112,166.1666667,.,.,.
334083,Iowa,Kelly - 2,High,6/2/15,Rep2,B111,5.712883333,9.512511667,121.95175,26.5303,14.39666667,66,67,100.1666667,120.61825,32.47522292,78.56583333,64.16916667,4.357616945,18.66666667,5.333333333,.,202.3333333,23,43.66666667,65.83333333,82.16666667,106.6666667,160,.,.,.
335074,Iowa,Kelly - 2,Low,6/10/16,Rep1,B111,6.9088,10.42585333,133.7592222,26.39765556,17.95,.,.,99.16666667,127,34.48614445,85.05583333,67.10583333,4.709989028,17.33333333,5,.,184.6666667,.,25.16666667,40.16666667,59.16666667,96.16666667,.,.,.,.
336072,Iowa,Kelly - 2,Low,6/10/16,Rep2,B111,6.448001667,11.31548833,148.6887778,27.77595834,23.56666667,63,64,95.66666667,147.0589444,.,124.9433333,101.3766667,4.230511111,19,5.5,.,191,.,39.66666667,58.83333333,76.83333333,121.1666667,.,.,.,.
101063,Minnesota,St Paul - 1,High,5/5/15,Rep1,B122,6.192096667,11.48566833,128.0265833,28.34075556,19.5,83,83,108,126.0813667,37.32106667,156.1666667,136.6666667,4.030556667,20.33333333,6.6,14.66666667,210.5,.,.,13.83333333,26,47.33333333,69.83333333,97.66666667,124.1666667,171.4
102054,Minnesota,St Paul - 1,High,5/5/15,Rep2,B122,6.24967,9.406255,97.07879999,25.54054667,10.26,83,84,130.75,96.66604999,35.0774,64.3,54.04,4.704847292,17.6,5.666666667,15,219,.,.,14,27.16666667,47,74.5,107,145.1666667,192
103054,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B122,6.298776667,10.74504667,124.6293333,29.14861667,17.03333333,83,83,90.66666667,125.2396389,36.79825,120.5,103.4666667,4.493683333,19.33333333,6.166666667,14.66666667,178.3333333,.,.,16,27.83333333,48.16666667,70.83333333,95.33333333,127.3333333,165
104074,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B122,6.240145,11.04773,135.7030278,28.35169167,19.66666667,79,83,96.83333333,134.7275972,36.13820278,144.2666667,124.6,3.798058472,19,6.5,15,193.3333333,.,.,15.83333333,29,49,75.66666667,103.8333333,136.8333333,171.6666667
105075,Minnesota,St Paul - 2,High,5/20/15,Rep1,B122,6.666865,10.25609667,107.2162222,25.94151389,12.61666667,68,68,113.8333333,106.0714583,31.39845694,84.33333333,71.71666667,4.095944028,17.66666667,6.2,14.83333333,198.8,.,18.5,35,59.5,84.83333333,116.1666667,163.6666667,190.5,.
106081,Minnesota,St Paul - 2,High,5/20/15,Rep2,B122,6.413923333,9.902825,92.86875001,25.28393611,11.2,66,65,116.8333333,91.92154167,30.53450417,69.6,58.4,4.585352639,16.33333333,6.166666667,14.5,184.1666667,.,18.83333333,35.5,60,87.5,120.3333333,171.3333333,191.6666667,.
107075,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B122,5.955665,10.19683,132.9866389,26.93070278,18.68333333,75,72,89.33333333,129.3636111,35.1647125,137.15,118.4666667,4.006620695,18.66666667,5.833333333,15.16666667,175.3333333,.,14.33333333,26.33333333,46.5,68.33333333,96.66666667,134.5,159,.
108066,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B122,6.482291667,11.53837333,136.2180833,27.051,21.51666667,67,68,98.16666667,133.858,35.43882083,150.4,128.8833333,4.022619167,19.66666667,6.166666667,14.66666667,186.5,.,16.83333333,29.5,48.83333333,72.16666667,96.83333333,136,169.1666667,.
109057,Minnesota,Waseca,High,6/2/15,Rep1,B122,6.284171667,9.906211667,116.0956389,26.87672778,15,67,69,113.8333333,116.1503194,34.15259306,87.06666667,72.06666667,4.020361389,19,.,.,208.6666667,.,.,.,.,.,.,.,.,.
110051,Minnesota,Waseca,High,6/2/15,Rep2,B122,6.475518333,10.24530167,122.6326111,28.10157222,.,68,71,108.5,120.6411806,33.79558194,.,.,4.132862222,19,.,.,201.8333333,.,.,.,.,.,.,.,.,.
111054,Minnesota,Waseca,Low,6/2/15,Rep1,B122,6.03504,10.08655167,129.7128611,28.72881111,18.36666667,69,72,89.16666667,128.7991667,37.33419,109.8333333,91.46666667,4.006285556,20,.,.,188.1666667,.,.,.,.,.,.,.,.,.
112067,Minnesota,Waseca,Low,6/2/15,Rep2,B122,6.276763333,10.090785,138.9944445,27.14660278,22.06666667,69,72,86,133.9761806,35.62491111,109.9333333,87.86666667,3.965945417,19,.,.,179.5,.,.,.,.,.,.,.,.,.
217064,Wisconsin,Arlington,High,6/9/15,Rep1,B122,6.068695,9.975003333,120.6676389,27.93470833,17.73333333,69,70,107,118.8137917,34.2503125,102.1833333,84.45,3.766185,18.66666667,.,.,203,.,.,.,.,.,.,.,.,.
218059,Wisconsin,Arlington,High,6/9/15,Rep2,B122,6.020858333,10.35409833,114.0283611,24.82003333,16.41666667,69,70,93,110.21695,34.05864833,81.75,65.33333333,3.689604,19.2,.,.,180,.,.,.,.,.,.,.,.,.
219082,Wisconsin,Arlington,Low,6/9/15,Rep1,B122,6.241626667,10.01268,121.2320833,27.50008611,18.06666667,69,70,97,119.7221944,34.06642708,101.2,83.13333333,3.893767083,18,.,.,191,.,.,.,.,.,.,.,.,.
220070,Wisconsin,Arlington,Low,6/9/15,Rep2,B122,.,.,134.3166111,28.34357778,20.41666667,69,70,90,130.9616944,35.65401528,117.8333333,97.41666667,3.77047125,19,.,.,185,.,.,.,.,.,.,.,.,.
321052,Iowa,Curtiss - 1,High,5/19/15,Rep1,B122,6.246918333,10.19661833,141.7461111,30.05172778,23.045,68,70,107.6,138.1742361,37.37715833,128.6583333,105.6133333,4.156445417,18.66666667,4.8,14.2,202.5,.,.,48.33333333,72.16666667,100.8333333,134.1666667,174.8333333,.,.
322072,Iowa,Curtiss - 1,High,5/19/15,Rep2,B122,6.449483333,10.02813167,136.2004445,28.23245278,18.58,69,70,102.8,134.1508056,35.93323889,103.5283333,84.94833333,4.348180139,17,5.333333333,14.66666667,187.75,.,.,44.83333333,61.83333333,86.5,115,147.3333333,.,.
323081,Iowa,Curtiss - 1,Low,5/19/15,Rep1,B122,6.558491667,10.30012333,141.6896667,28.58276111,22.61,70,69,94,140.8694584,37.53273333,129.8575,107.2475,4.137236667,17,5,14.66666667,182.6666667,.,.,45.5,67.33333333,90.33333333,118.5,151.8333333,.,.
324065,Iowa,Curtiss - 1,Low,5/19/15,Rep2,B122,.,.,139.5483056,29.06818333,22.73666667,68,68,90.5,139.4036667,36.70765667,106.9833333,84.24666667,4.934443889,17.33333333,.,14.4,.,.,.,48.5,69.66666667,92.33333333,122.5,156.3333333,.,.
325054,Iowa,Curtiss - 2,High,6/1/15,Rep1,B122,5.950161667,9.656656667,135.5619167,28.81365417,.,62,66,96.6,131.4476458,35.21498334,.,.,4.179226042,19.5,5.4,13.8,186,24.33333333,44.83333333,67.33333333,80.5,106.1666667,155,190,.,.
326071,Iowa,Curtiss - 2,High,6/1/15,Rep2,B122,6.706235,9.556115,139.8128889,27.82640556,15.47333333,62,63,96.66666667,125.2784445,35.08516111,69.84,54.36666667,5.819492778,18,6,13.16666667,200.6666667,18.83333333,41.16666667,63.16666667,79.33333333,110,160,194.6666667,.,.
327083,Iowa,Curtiss - 2,Low,6/1/15,Rep1,B122,6.05028,9.754023333,136.11225,27.60556667,19.82833333,61,61,88,134.7963889,35.50787708,107.2475,87.41916667,4.048019167,18.66666667,5,.,168.3333333,26.66666667,49.5,70.5,83.83333333,113.3333333,160.3333333,192.1666667,.,.
328080,Iowa,Curtiss - 2,Low,6/1/15,Rep2,B122,6.498378333,10.25228667,138.2148056,28.58205556,19.48666667,62,62,98.2,134.1684444,36.69770834,117.2925,97.80583333,4.105557222,19.33333333,5.5,13.2,194.75,23.6,46,67.2,82.6,115.6,162.8,201.2,.,.
329080,Iowa,Kelly - 1,High,6/10/16,Rep1,B122,6.049433333,9.704281667,121.6836389,28.22292778,15.74,63,64,113.3333333,117.2033611,35.28335167,82.05083333,66.31083333,4.150818611,19.2,5.5,.,220.8333333,.,37,57,76.66666667,124.5,.,.,.,.
330082,Iowa,Kelly - 1,High,6/10/16,Rep2,B122,6.79069,9.656021667,117.6655,26.70421945,14.075,64,64,124.3333333,115.7675556,33.31183542,69.1025,55.0275,4.660935278,18.33333333,5.666666667,.,231.1666667,.,34.5,54,77.33333333,128.8333333,.,.,.,.
331066,Iowa,Kelly - 1,Low,6/2/15,Rep1,B122,6.686973333,10.27154833,147.9634667,29.36324667,22.928,66,66,91.83333333,146.76755,38.17514167,126.187,103.259,3.98272,17.6,5.5,.,188.6666667,20.66666667,35,52.83333333,65.16666667,85.66666667,136.8333333,.,.,.
332065,Iowa,Kelly - 1,Low,6/2/15,Rep2,B122,6.370108333,10.50141833,147.8985556,29.67954722,23.075,64,64,82.83333333,143.6616945,37.391975,133.3441667,110.2691667,4.039481944,19.33333333,5.8,.,194.8,21.16666667,39.83333333,60,76.66666667,98.16666667,151,.,.,.
333052,Iowa,Kelly - 2,High,6/2/15,Rep1,B122,6.575001667,9.399693333,116.6495,27.416125,13.49,67,69,119.5,113.8766667,.,63.64166667,50.15166667,4.653085972,17,5.666666667,.,228.1666667,18.66666667,35,55.33333333,72.33333333,94.33333333,154.3333333,.,.,.
334056,Iowa,Kelly - 2,High,6/2/15,Rep2,B122,6.519545,8.425815,100.0724722,22.88564694,9.141666667,67,69,117.3333333,99.62091666,30.12157778,37.68166667,28.54,4.9138205,16,5.4,.,209.4,19.16666667,34.5,56.66666667,73.66666667,93.16666667,146.6666667,.,.,.
335067,Iowa,Kelly - 2,Low,6/10/16,Rep1,B122,6.795135,10.268585,119.0921333,28.20585333,16.458,.,.,99.8,114.4799167,35.98051111,86.564,70.106,4.883763833,18.4,5.8,.,199,.,24.83333333,36.66666667,56.16666667,91,.,.,.,.
336083,Iowa,Kelly - 2,Low,6/10/16,Rep2,B122,.,.,.,.,19.48833333,65,65,96.5,.,.,82.86083333,63.3725,.,16.33333333,6,.,196.8333333,.,32.5,46,63.33333333,100.1666667,.,.,.,.
101081,Minnesota,St Paul - 1,High,5/5/15,Rep1,B123,7.718001667,10.14645333,108.3204167,27.22774167,.,91,91,133.8333333,105.9268194,.,.,.,5.917759028,17.33333333,6.166666667,16.16666667,227.6666667,.,.,15.33333333,26.33333333,45,73.66666667,104.8333333,145.8333333,197
102055,Minnesota,St Paul - 1,High,5/5/15,Rep2,B123,7.100993333,9.820486667,88.94762499,25.7302,13.325,84,87,122.2,89.27835417,31.676975,68.825,55.5,5.2060475,18.5,6.5,15.8,217,.,.,15.83333333,29,49.16666667,76.33333333,108.3333333,144.5,197.6666667
103069,Minnesota,St Paul - 1,Low,5/5/15,Rep1,B123,7.137188333,11.38703167,116.3214167,28.09486944,24.3,83,84,106.5,105.8933055,.,144.1333333,119.8333333,4.634141806,20,6.5,15.83333333,198,.,.,15.83333333,28.66666667,49.5,79.33333333,108.1666667,147,189.3333333
104060,Minnesota,St Paul - 1,Low,5/5/15,Rep2,B123,7.080038333,11.17959833,116.0533056,28.33546389,21.08333333,83,85,121.8333333,111.1377,.,111.6833333,90.6,4.963795,18.33333333,6,15.83333333,221.6666667,.,.,15.83333333,27.5,50.5,76.66666667,107.6666667,143.6666667,192.1666667
105053,Minnesota,St Paul - 2,High,5/20/15,Rep1,B123,6.489911667,10.58566167,115.1501945,27.55265,20.4,69,69,130.8,105.4523333,33.9074125,113.4666667,93.06666667,4.119597778,19.66666667,4.833333333,15.33333333,225.6,.,16.66666667,28,49.83333333,73.16666667,106.5,157.5,191,.
106064,Minnesota,St Paul - 2,High,5/20/15,Rep2,B123,7.926493333,8.219228333,88.35319444,22.86769056,10.15,67,66,135.1666667,88.38494444,27.78019167,46.46666667,36.31666667,6.201656944,12.66666667,6.2,15.83333333,215.8,.,19.33333333,36.16666667,60.5,86.5,121,173.3333333,200.8333333,.
107054,Minnesota,St Paul - 2,Low,5/20/15,Rep1,B123,7.028391667,11.27865833,142.2470556,29.26609167,28.8,74,72,113.3333333,138.0736944,37.59940833,170.9166667,142.1166667,3.942291667,18.66666667,6,15.83333333,204.8333333,.,19,33.5,57,81.33333333,113,155,187.1666667,.
108052,Minnesota,St Paul - 2,Low,5/20/15,Rep2,B123,6.913668333,11.41814667,136.1143667,28.39085,28.78,73,71,94.33333333,124.7923167,36.73757222,160.58,131.8,4.336626667,20.8,6.166666667,15.33333333,199.1666667,.,17.16666667,33,57,80.66666667,115.1666667,156,184.2,.
109080,Minnesota,Waseca,High,6/2/15,Rep1,B123,7.1628,10.34118667,122.8513333,26.63317,19.2,68,69,108.8333333,116.93525,36.02919444,90.2,71,4.3018075,18.4,.,.,210.5,.,.,.,.,.,.,.,.,.
110071,Minnesota,Waseca,High,6/2/15,Rep2,B123,.,.,.,.,.,70,70,91.66666667,.,.,.,.,.,.,.,.,183.5,.,.,.,.,.,.,.,.,.
